pitch	roll	yaw	vgx	vgy	vgz	templ	temph	tof	h	bat	baro	time	agx	agy	agz	timestamp
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.01	109.0	33.0	6.0	-1000.0	1636887354.476501
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.99	109.0	35.0	7.0	-998.0	1636887354.580769
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.06	109.0	35.0	8.0	-999.0	1636887354.681903
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.04	109.0	35.0	7.0	-999.0	1636887354.78238
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.01	109.0	35.0	6.0	-999.0	1636887354.886816
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.0	109.0	33.0	6.0	-1000.0	1636887354.990453
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.98	109.0	34.0	8.0	-999.0	1636887355.08763
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.01	109.0	32.0	6.0	-999.0	1636887355.188861
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.99	109.0	34.0	8.0	-998.0	1636887355.242241
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.06	109.0	33.0	6.0	-998.0	1636887355.341911
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.05	109.0	34.0	9.0	-998.0	1636887355.444197
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.05	109.0	36.0	6.0	-999.0	1636887355.549733
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.05	109.0	36.0	8.0	-1000.0	1636887355.651529
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.05	109.0	32.0	7.0	-998.0	1636887355.752644
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.01	109.0	34.0	5.0	-1000.0	1636887355.855382
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	35.0	6.0	-999.0	1636887355.956462
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	34.0	7.0	-998.0	1636887356.059711
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.02	109.0	34.0	6.0	-998.0	1636887356.161147
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.99	109.0	34.0	7.0	-999.0	1636887356.26066
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	35.0	7.0	-1000.0	1636887356.361803
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.0	109.0	34.0	8.0	-999.0	1636887356.467643
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.0	109.0	34.0	7.0	-997.0	1636887356.56743
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.04	109.0	33.0	7.0	-1001.0	1636887356.669113
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.04	109.0	34.0	5.0	-999.0	1636887356.773542
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	35.0	7.0	-999.0	1636887356.872241
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	33.0	8.0	-999.0	1636887356.975161
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.02	109.0	34.0	8.0	-999.0	1636887357.077102
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.0	109.0	33.0	8.0	-1000.0	1636887357.179074
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.03	109.0	34.0	7.0	-999.0	1636887357.280596
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.01	109.0	32.0	7.0	-1000.0	1636887357.382712
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.02	109.0	34.0	8.0	-1000.0	1636887357.486078
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.03	109.0	33.0	6.0	-998.0	1636887357.588957
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.04	109.0	34.0	7.0	-1001.0	1636887357.691673
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.07	109.0	34.0	7.0	-998.0	1636887357.791068
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.03	109.0	32.0	7.0	-999.0	1636887357.892776
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.99	109.0	35.0	7.0	-999.0	1636887357.996754
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.03	109.0	35.0	8.0	-998.0	1636887358.096227
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.01	109.0	34.0	8.0	-998.0	1636887358.198528
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.09	109.0	34.0	8.0	-998.0	1636887358.30206
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.01	109.0	35.0	7.0	-997.0	1636887358.405255
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.98	109.0	33.0	6.0	-1000.0	1636887358.504464
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.99	109.0	33.0	7.0	-998.0	1636887358.557822
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.97	109.0	35.0	7.0	-1000.0	1636887358.658654
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.97	109.0	34.0	7.0	-1001.0	1636887358.762496
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.06	109.0	35.0	7.0	-999.0	1636887358.863731
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.04	109.0	35.0	8.0	-997.0	1636887358.962877
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.02	109.0	34.0	8.0	-999.0	1636887359.065437
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.01	109.0	34.0	7.0	-1001.0	1636887359.169463
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.99	109.0	35.0	6.0	-998.0	1636887359.270297
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.01	109.0	34.0	7.0	-998.0	1636887359.372165
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.98	109.0	34.0	7.0	-999.0	1636887359.474267
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.04	109.0	33.0	8.0	-999.0	1636887359.576101
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.98	109.0	34.0	7.0	-1000.0	1636887359.680808
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.03	109.0	33.0	8.0	-1000.0	1636887359.781597
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.0	109.0	34.0	7.0	-999.0	1636887359.882102
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.99	109.0	34.0	7.0	-1000.0	1636887359.98663
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.0	109.0	33.0	8.0	-999.0	1636887360.088328
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.0	109.0	34.0	8.0	-1000.0	1636887360.189029
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.0	109.0	33.0	7.0	-1000.0	1636887360.291866
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.01	109.0	35.0	7.0	-998.0	1636887360.393546
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	967.95	109.0	34.0	7.0	-999.0	1636887360.49376
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.0	109.0	35.0	8.0	-999.0	1636887360.598098
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	967.97	109.0	34.0	7.0	-999.0	1636887360.696874
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.04	109.0	34.0	8.0	-1000.0	1636887360.798684
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.0	109.0	36.0	8.0	-999.0	1636887360.904136
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.03	109.0	34.0	8.0	-1000.0	1636887361.0045
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	34.0	8.0	-995.0	1636887361.106127
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.06	109.0	34.0	8.0	-998.0	1636887361.209924
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.0	109.0	35.0	7.0	-997.0	1636887361.311492
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.05	109.0	34.0	9.0	-1000.0	1636887361.411437
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.04	109.0	34.0	7.0	-1000.0	1636887361.516001
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	36.0	7.0	-999.0	1636887361.618204
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.01	109.0	34.0	7.0	-997.0	1636887361.717131
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.02	109.0	31.0	9.0	-1000.0	1636887361.819978
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.01	109.0	34.0	7.0	-999.0	1636887361.922016
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	34.0	7.0	-999.0	1636887362.023643
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	967.99	109.0	33.0	9.0	-998.0	1636887362.126797
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.0	109.0	33.0	5.0	-1000.0	1636887362.230168
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.02	109.0	36.0	8.0	-998.0	1636887362.360364
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.05	109.0	33.0	7.0	-1000.0	1636887362.380422
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.01	109.0	34.0	7.0	-997.0	1636887362.482926
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.01	109.0	34.0	8.0	-998.0	1636887362.587013
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	967.98	109.0	35.0	7.0	-1001.0	1636887362.685615
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.06	109.0	36.0	8.0	-998.0	1636887362.788879
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.06	109.0	34.0	5.0	-999.0	1636887362.891042
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	967.98	109.0	35.0	6.0	-1002.0	1636887362.99264
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.01	109.0	34.0	7.0	-999.0	1636887363.096654
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.03	109.0	36.0	7.0	-997.0	1636887363.198973
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.05	109.0	34.0	7.0	-1000.0	1636887363.301013
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.02	109.0	34.0	7.0	-998.0	1636887363.401085
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.06	109.0	35.0	6.0	-1000.0	1636887363.503554
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.03	109.0	33.0	7.0	-999.0	1636887363.606564
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.01	109.0	36.0	7.0	-1000.0	1636887363.707237
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.02	109.0	35.0	7.0	-1001.0	1636887363.807956
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	968.04	109.0	35.0	8.0	-997.0	1636887363.913253
1.0	0.0	10.0	0.0	0.0	0.0	78.0	79.0	10.0	0.0	69.0	967.99	109.0	33.0	8.0	-1001.0	1636887364.014074
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.03	109.0	35.0	6.0	-996.0	1636887364.1155
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.03	109.0	34.0	9.0	-999.0	1636887364.215878
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.95	109.0	34.0	8.0	-1000.0	1636887364.31974
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.03	109.0	35.0	8.0	-999.0	1636887364.423328
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.05	109.0	34.0	8.0	-1000.0	1636887364.524158
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.03	109.0	35.0	7.0	-1000.0	1636887364.625614
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.99	109.0	33.0	7.0	-999.0	1636887364.729496
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.0	109.0	35.0	8.0	-999.0	1636887364.830025
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.99	109.0	34.0	7.0	-998.0	1636887364.933884
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.96	109.0	32.0	9.0	-997.0	1636887365.034179
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.0	109.0	36.0	7.0	-1000.0	1636887365.135209
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.98	109.0	34.0	7.0	-997.0	1636887365.240587
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.06	109.0	35.0	7.0	-999.0	1636887365.339785
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	35.0	7.0	-1000.0	1636887365.444536
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.05	109.0	35.0	7.0	-1001.0	1636887365.494229
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.99	109.0	33.0	7.0	-999.0	1636887365.592642
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.05	109.0	33.0	6.0	-998.0	1636887365.695899
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.98	109.0	34.0	6.0	-998.0	1636887365.800172
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.97	109.0	34.0	6.0	-998.0	1636887365.900217
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	34.0	7.0	-999.0	1636887366.00076
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	33.0	8.0	-996.0	1636887366.106324
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.97	109.0	33.0	7.0	-998.0	1636887366.204965
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.97	109.0	34.0	7.0	-998.0	1636887366.310263
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.03	109.0	33.0	6.0	-1000.0	1636887366.410778
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.0	109.0	32.0	6.0	-998.0	1636887366.513701
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.98	109.0	34.0	6.0	-999.0	1636887366.612597
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.96	109.0	35.0	7.0	-1000.0	1636887366.717355
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.99	109.0	35.0	7.0	-1000.0	1636887366.819696
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.0	109.0	34.0	8.0	-997.0	1636887366.920805
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.96	109.0	34.0	8.0	-1000.0	1636887367.022929
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.98	109.0	34.0	7.0	-998.0	1636887367.124266
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.96	109.0	34.0	8.0	-1000.0	1636887367.228217
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.99	109.0	34.0	7.0	-999.0	1636887367.328063
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.01	109.0	35.0	7.0	-998.0	1636887367.429577
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.0	109.0	36.0	7.0	-998.0	1636887367.535169
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.0	109.0	34.0	8.0	-998.0	1636887367.635296
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.95	109.0	35.0	8.0	-998.0	1636887367.736661
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.0	109.0	37.0	7.0	-1000.0	1636887367.841021
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.02	109.0	34.0	6.0	-1001.0	1636887367.942555
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.98	109.0	36.0	8.0	-998.0	1636887368.042748
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.98	109.0	35.0	7.0	-999.0	1636887368.147006
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.99	109.0	34.0	7.0	-999.0	1636887368.248626
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.01	109.0	34.0	8.0	-998.0	1636887368.350115
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.97	109.0	35.0	6.0	-999.0	1636887368.452133
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.96	109.0	34.0	7.0	-996.0	1636887368.503779
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.01	109.0	32.0	9.0	-998.0	1636887368.605596
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.04	109.0	34.0	8.0	-999.0	1636887368.70842
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.96	109.0	34.0	7.0	-999.0	1636887368.811329
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	967.98	109.0	33.0	7.0	-998.0	1636887368.912974
1.0	0.0	10.0	0.0	0.0	0.0	77.0	80.0	10.0	0.0	69.0	968.0	109.0	34.0	7.0	-999.0	1636887369.013731
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.01	109.0	34.0	8.0	-1000.0	1636887369.115333
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.02	109.0	34.0	6.0	-1001.0	1636887369.217507
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.98	109.0	35.0	7.0	-999.0	1636887369.32066
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.98	109.0	35.0	6.0	-997.0	1636887369.426018
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.02	109.0	35.0	7.0	-999.0	1636887369.525028
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.01	109.0	33.0	7.0	-997.0	1636887369.625234
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.98	109.0	36.0	5.0	-1000.0	1636887369.727833
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.0	109.0	35.0	8.0	-998.0	1636887369.829298
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.96	109.0	33.0	6.0	-999.0	1636887369.93115
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.02	109.0	33.0	6.0	-999.0	1636887370.032323
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.96	109.0	34.0	9.0	-999.0	1636887370.136606
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.05	109.0	34.0	5.0	-999.0	1636887370.23665
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.01	109.0	33.0	7.0	-1000.0	1636887370.337999
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.95	109.0	35.0	8.0	-999.0	1636887370.440923
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.95	109.0	32.0	7.0	-999.0	1636887370.542822
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.96	109.0	34.0	6.0	-1000.0	1636887370.64331
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.96	109.0	33.0	8.0	-997.0	1636887370.748248
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.98	109.0	32.0	8.0	-999.0	1636887370.84752
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	967.98	109.0	36.0	8.0	-998.0	1636887370.954709
1.0	0.0	10.0	0.0	0.0	0.0	77.0	79.0	10.0	0.0	69.0	968.03	109.0	36.0	9.0	-997.0	1636887371.051824
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	967.96	109.0	35.0	7.0	-999.0	1636887371.154029
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	967.98	109.0	34.0	5.0	-999.0	1636887371.257222
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.01	109.0	36.0	9.0	-999.0	1636887371.360435
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.01	109.0	34.0	8.0	-1000.0	1636887371.463206
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.0	109.0	35.0	7.0	-1002.0	1636887371.56494
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	967.97	109.0	33.0	7.0	-996.0	1636887371.664762
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.0	109.0	35.0	7.0	-999.0	1636887371.767663
1.0	0.0	10.0	0.0	0.0	0.0	78.0	80.0	10.0	0.0	69.0	968.01	109.0	34.0	8.0	-998.0	1636887371.871681
