timestamp	pitch	roll	yaw	vgx	vgy	vgz	templ	temph	tof	h	bat	baro	time	agx	agy	agz	
1636886710.146625	
1636886710.247655	0.0	0.0	58.0	0.0	0.0	0.0	69.0	71.0	10.0	0.0	90.0	968.95	0.0	-14.0	-2.0	-999.0	
1636886710.299594	0.0	0.0	58.0	0.0	0.0	0.0	69.0	71.0	10.0	0.0	90.0	969.0	0.0	-14.0	-2.0	-1001.0	
1636886710.401675	0.0	0.0	58.0	0.0	0.0	0.0	69.0	71.0	10.0	0.0	90.0	969.0	0.0	-13.0	-2.0	-1000.0	
1636886710.500723	0.0	0.0	58.0	0.0	0.0	0.0	69.0	71.0	10.0	0.0	90.0	969.05	0.0	-14.0	-2.0	-1001.0	
1636886710.604674	0.0	0.0	58.0	0.0	0.0	0.0	69.0	71.0	10.0	0.0	90.0	969.03	0.0	-13.0	-4.0	-999.0	
1636886710.704661	0.0	0.0	58.0	0.0	0.0	0.0	69.0	71.0	10.0	0.0	90.0	969.02	0.0	-12.0	-2.0	-1000.0	
1636886710.808429	0.0	0.0	58.0	0.0	0.0	0.0	69.0	71.0	10.0	0.0	90.0	968.99	0.0	-14.0	-2.0	-998.0	
1636886710.908256	0.0	0.0	58.0	0.0	0.0	0.0	69.0	71.0	10.0	0.0	90.0	968.97	0.0	-13.0	-2.0	-998.0	
1636886711.011313	0.0	0.0	58.0	0.0	0.0	0.0	69.0	71.0	10.0	0.0	90.0	968.99	0.0	-13.0	-2.0	-1001.0	
1636886711.115121	0.0	0.0	58.0	0.0	0.0	0.0	69.0	71.0	10.0	0.0	90.0	969.04	0.0	-13.0	-2.0	-999.0	
1636886711.215447	0.0	0.0	58.0	0.0	0.0	0.0	68.0	71.0	10.0	0.0	90.0	969.04	0.0	-13.0	-4.0	-1002.0	
1636886711.317524	0.0	0.0	58.0	0.0	0.0	0.0	68.0	71.0	10.0	0.0	90.0	968.96	0.0	-13.0	-3.0	-1002.0	
1636886711.421191	0.0	0.0	58.0	0.0	0.0	0.0	68.0	71.0	10.0	0.0	90.0	968.97	0.0	-13.0	-4.0	-999.0	
1636886711.521783	0.0	0.0	58.0	0.0	0.0	0.0	68.0	71.0	10.0	0.0	90.0	968.94	0.0	-13.0	-2.0	-999.0	
1636886711.623062	0.0	0.0	58.0	0.0	0.0	0.0	68.0	71.0	10.0	0.0	90.0	968.98	0.0	-13.0	-3.0	-1002.0	
1636886711.725663	0.0	0.0	58.0	0.0	0.0	0.0	68.0	71.0	10.0	0.0	90.0	968.93	0.0	-12.0	-2.0	-1000.0	
1636886711.830336	0.0	0.0	58.0	0.0	0.0	0.0	68.0	71.0	10.0	0.0	90.0	968.99	0.0	-13.0	-2.0	-998.0	
1636886711.932539	0.0	0.0	58.0	0.0	0.0	0.0	68.0	71.0	10.0	0.0	90.0	969.02	0.0	-12.0	-2.0	-999.0	
1636886712.032224	0.0	0.0	58.0	0.0	0.0	0.0	68.0	71.0	10.0	0.0	90.0	969.0	0.0	-13.0	-2.0	-1000.0	
1636886712.135699	0.0	0.0	58.0	0.0	0.0	0.0	68.0	71.0	10.0	0.0	90.0	969.0	0.0	-13.0	-2.0	-1000.0	
1636886712.237141	0.0	0.0	58.0	0.0	0.0	0.0	68.0	72.0	10.0	0.0	90.0	968.97	0.0	-12.0	-4.0	-998.0	
