timestamp	pitch	roll	yaw	vgx	vgy	vgz	templ	temph	tof	h	bat	baro	time	agx	agy	agz	
1636887760.725599	
1636887760.828206	2.0	0.0	0.0	0.0	0.0	0.0	59.0	62.0	190.0	170.0	46.0	969.33	14.0	14.0	8.0	-993.0	
1636887760.932588	2.0	0.0	0.0	0.0	0.0	0.0	59.0	62.0	189.0	170.0	46.0	969.36	14.0	25.0	-10.0	-983.0	
1636887761.030454	1.0	0.0	0.0	0.0	0.0	0.0	59.0	62.0	188.0	170.0	46.0	969.37	14.0	7.0	-1.0	-996.0	
1636887761.13617	1.0	0.0	0.0	0.0	0.0	0.0	59.0	62.0	186.0	170.0	46.0	969.26	14.0	18.0	-4.0	-998.0	
1636887761.23542	1.0	0.0	0.0	0.0	0.0	0.0	59.0	62.0	187.0	170.0	46.0	969.31	14.0	11.0	-4.0	-1006.0	
1636887761.336915	0.0	0.0	0.0	0.0	0.0	0.0	59.0	62.0	186.0	170.0	46.0	969.2	15.0	25.0	-8.0	-997.0	
1636887761.438599	1.0	0.0	0.0	0.0	0.0	0.0	59.0	62.0	186.0	170.0	46.0	969.23	15.0	34.0	-10.0	-988.0	
1636887761.543594	1.0	0.0	0.0	0.0	0.0	0.0	59.0	62.0	187.0	170.0	46.0	969.29	15.0	29.0	8.0	-1008.0	
1636887761.642544	1.0	0.0	0.0	0.0	0.0	0.0	58.0	62.0	188.0	170.0	46.0	969.32	15.0	47.0	1.0	-1004.0	
1636887761.745142	2.0	0.0	0.0	0.0	0.0	0.0	58.0	62.0	189.0	170.0	46.0	969.36	15.0	49.0	-1.0	-998.0	
1636887761.849544	2.0	0.0	0.0	0.0	0.0	0.0	58.0	62.0	189.0	170.0	46.0	969.32	15.0	38.0	3.0	-1005.0	
1636887761.949486	2.0	0.0	0.0	0.0	0.0	0.0	58.0	62.0	190.0	170.0	46.0	969.41	15.0	36.0	0.0	-1007.0	
1636887762.053471	3.0	0.0	0.0	0.0	0.0	0.0	58.0	62.0	190.0	170.0	46.0	969.39	15.0	46.0	0.0	-1001.0	
1636887762.152919	3.0	0.0	0.0	0.0	0.0	0.0	58.0	62.0	190.0	170.0	46.0	969.36	15.0	43.0	-4.0	-996.0	
1636887762.256023	3.0	0.0	0.0	0.0	0.0	0.0	58.0	62.0	193.0	170.0	46.0	969.45	15.0	52.0	5.0	-984.0	
1636887762.308821	3.0	0.0	0.0	0.0	0.0	0.0	58.0	62.0	191.0	170.0	46.0	969.35	16.0	42.0	11.0	-990.0	
1636887762.407406	3.0	-1.0	0.0	0.0	0.0	0.0	58.0	62.0	192.0	170.0	46.0	969.34	16.0	53.0	20.0	-985.0	
1636887762.511143	3.0	-1.0	0.0	0.0	0.0	0.0	58.0	62.0	193.0	170.0	46.0	969.37	16.0	62.0	9.0	-984.0	
1636887762.611767	3.0	-1.0	0.0	0.0	0.0	0.0	59.0	61.0	192.0	170.0	46.0	969.36	16.0	52.0	15.0	-994.0	
1636887762.713606	3.0	-1.0	0.0	0.0	0.0	0.0	59.0	61.0	194.0	170.0	46.0	969.43	16.0	46.0	22.0	-1001.0	
1636887762.818169	2.0	-1.0	0.0	0.0	0.0	0.0	59.0	61.0	191.0	170.0	46.0	969.31	16.0	35.0	24.0	-994.0	
1636887762.921265	2.0	-1.0	0.0	0.0	0.0	0.0	59.0	61.0	194.0	170.0	46.0	969.33	16.0	42.0	13.0	-1012.0	
1636887763.022029	2.0	-1.0	0.0	0.0	0.0	0.0	59.0	61.0	192.0	170.0	46.0	969.33	16.0	36.0	18.0	-1013.0	
1636887763.121846	2.0	-1.0	0.0	0.0	0.0	0.0	59.0	61.0	194.0	170.0	46.0	969.33	16.0	51.0	6.0	-994.0	
