timestamp	pitch	roll	yaw	vgx	vgy	vgz	templ	temph	tof	h	bat	baro	time	agx	agy	agz
1634981684.752735
1634981684.799599	0.0	0.0	-4.0	0.0	0.0	0.0	74.0	76.0	10.0	0.0	92.0	961.77	0.0	-5.0	-8.0	-1000.0
1634981684.893391	0.0	0.0	-4.0	0.0	0.0	0.0	74.0	76.0	10.0	0.0	92.0	961.75	0.0	-3.0	-10.0	-998.0
1634981685.002766	0.0	0.0	-4.0	0.0	0.0	0.0	74.0	76.0	10.0	0.0	92.0	961.75	1.0	-4.0	-7.0	-998.0
1634981685.096476	0.0	0.0	-5.0	0.0	0.0	0.0	74.0	76.0	10.0	0.0	92.0	961.75	1.0	-3.0	-23.0	-999.0
1634981685.205818	0.0	0.0	-4.0	0.0	0.0	0.0	73.0	76.0	10.0	0.0	92.0	961.75	1.0	26.0	-14.0	-978.0
1634981685.315135	0.0	0.0	-4.0	0.0	0.0	0.0	73.0	76.0	10.0	0.0	92.0	961.75	1.0	-5.0	15.0	-1056.0
1634981685.408867	0.0	0.0	-4.0	0.0	0.0	-1.0	73.0	76.0	10.0	0.0	92.0	961.75	1.0	-3.0	-1.0	-1160.0
1634981685.51825	0.0	0.0	-4.0	0.0	0.0	-4.0	73.0	76.0	10.0	0.0	92.0	961.75	1.0	13.0	-20.0	-1366.0
1634981685.565116	0.0	0.0	-4.0	0.0	0.0	-6.0	73.0	76.0	10.0	0.0	92.0	961.75	1.0	22.0	-16.0	-1286.0
1634981685.658842	0.0	0.0	-4.0	0.0	0.0	-7.0	73.0	76.0	18.0	10.0	92.0	962.07	1.0	-28.0	2.0	-1105.0
1634981685.768203	0.0	0.0	-4.0	0.0	0.0	-8.0	73.0	76.0	27.0	20.0	92.0	962.17	1.0	3.0	1.0	-1028.0
1634981685.861917	0.0	0.0	-4.0	0.0	0.0	-8.0	73.0	76.0	35.0	30.0	92.0	962.27	1.0	7.0	-1.0	-971.0
1634981685.971268	0.0	0.0	-4.0	0.0	0.0	-7.0	73.0	76.0	43.0	30.0	92.0	962.32	2.0	10.0	3.0	-952.0
1634981686.065002	0.0	0.0	-4.0	0.0	0.0	-6.0	73.0	76.0	51.0	40.0	92.0	962.39	2.0	2.0	3.0	-904.0
1634981686.174342	0.0	0.0	-4.0	0.0	0.0	-5.0	73.0	77.0	55.0	50.0	92.0	962.45	2.0	2.0	2.0	-920.0
1634981686.283692	0.0	0.0	-4.0	0.0	0.0	-4.0	73.0	77.0	61.0	50.0	92.0	962.55	2.0	6.0	-6.0	-887.0
1634981686.377422	0.0	0.0	-4.0	0.0	0.0	-3.0	73.0	77.0	65.0	50.0	92.0	962.54	2.0	0.0	3.0	-871.0
1634981686.486767	0.0	0.0	-4.0	0.0	0.0	-2.0	73.0	77.0	68.0	60.0	92.0	962.59	2.0	0.0	13.0	-885.0
1634981686.580494	0.0	0.0	-4.0	0.0	0.0	-1.0	73.0	77.0	71.0	60.0	92.0	962.64	2.0	13.0	-2.0	-905.0
1634981686.689849	0.0	0.0	-4.0	0.0	0.0	0.0	73.0	77.0	73.0	60.0	92.0	962.66	2.0	9.0	7.0	-920.0
1634981686.783575	0.0	0.0	-4.0	0.0	0.0	0.0	73.0	77.0	74.0	60.0	92.0	962.63	2.0	-1.0	0.0	-948.0
1634981686.892928	0.0	0.0	-4.0	0.0	0.0	0.0	73.0	77.0	75.0	60.0	92.0	962.66	2.0	-16.0	5.0	-959.0
1634981686.986648	0.0	0.0	-4.0	0.0	0.0	0.0	73.0	77.0	77.0	60.0	92.0	962.76	3.0	6.0	5.0	-987.0
